ID,Age,Income,Score,Gender,Height_cm,Education,City,Marital_Status,Children,Join_Date,Credit_Score
7659,44,7851,91,Male,171,Bachelor,Alexandria,Divorced,0,2022-02-19,598
7660,24,5836,67,Male,161,Bachelor,Cairo,Divorced,1,2023-06-10,757
7661,51,9493,85,Male,189,Bachelor,Aswan,Divorced,2,09/08/2021,688
7662,36,4861,74,Male,170,Master,Aswan,Divorced,1,2022-08-07,587
7663,26,2164,92,Female,178,Master,Aswan,Single,0,2023-07-17,661
7664,42,1635,55,Male,169,Master,Giza,Divorced,0,2020-10-23,739
7665,45,3637,58,Female,179,Bachelor,Cairo,Divorced,0,2024-11-13,648
7666,42,7633,79,Female,148,High School,Cairo,Divorced,2,2020-12-09,587
7667,22,4730,76,Male,162,High School,Cairo,Married,1,2023-08-04,678
7668,29,6921,74,Female,164,Master,Alexandria,Single,1,2024-07-12,672
7669,34,9292,83,Female,164,Master,Giza,Married,1,2021-11-21,
7670,34,3799,61,Female,175,Bachelor,cairo,Married,1,2022-05-13,671
7671,43,6956,54,Male,175,High School,Alexandria,Married,0,2023-07-16,686
7672,18,7077,67,Female,169,Bachelor,cairo,Married,2,2023-06-08,591
7673,39,4278,69,Female,169,Bachelor,Aswan,Married,5,2023-03-16,545
7674,31,8708,70,Female,194,High School,Cairo,Single,1,2022-04-08,720
7675,24,5424,94,Male,173,Bachelor,Cairo,Divorced,1,2024-10-04,619
7676,26,5232,86,Female,147,Bachelor,alex,Married,3,2020-05-26,685
7677,32,10223,82,Female,177,High School,Luxor,Single,2,2020-06-11,601
7678,18,7045,78,Female,175,Master,Cairo,Married,1,2020-11-27,604
7679,26,7850,68,Male,181,High School,Aswan,Divorced,0,2021-12-04,751
7680,24,8709,62,Male,175,Master,Alexandria,Married,1,12/04/2021,680
7681,41,4699,57,Male,160,Bachelor,Alexandria,Single,1,2021-10-04,666
7682,25,8499,64,Female,178,High School,Luxor,Divorced,2,2021-10-10,608
7683,32,4996,74,Female,170,Master,cairo,Divorced,2,2023-08-30,705
7684,53,4910,57,Female,180,Bachelor,Aswan,Divorced,5,2021-08-19,670
7685,46,5456,77,Female,185,Master,Giza,Divorced,0,2023-12-25,699
7686,45,4755,72,fmale,168,Bachelor,Luxor,Divorced,1,2021-07-01,604
7687,29,7644,69,Male,178,Bachelor,Luxor,Married,,2023-05-24,698
7688,41,6534,92,Male,180,Master,Aswan,Single,2,2023-08-13,608
7689,32,5017,38,Female,171,High School,alex,Single,1,20/03/2022,579
7690,32,7349,69,Male,189,High School,Aswan,Single,0,2021-07-09,738
7691,39,5449,39,Male,180,High School,Cairo,Married,1,2024-12-22,700
7692,,5343,78,Female,164,Master,Giza,Single,3,2022-06-30,669
7693,52,6097,86,Female,172,Bachelor,Luxor,Married,2,18/05/2024,677
7694,33,6926,54,Male,178,High School,Giza,Divorced,1,2024-11-02,584
7695,42,6779,56,Male,189,High School,Aswan,Divorced,2,2022-01-13,699
7696,52,5273,49,Female,176,Bachlors,Alexandria,Divorced,0,2024-03-11,615
7697,47,7694,75,Female,172,Master,Giza,Single,3,2023-04-17,725
7698,18,5555,69,fmale,182,Master,Luxor,Single,2,2022-12-02,648
7699,40,4690,70,Male,167,Master,Cairo,Single,2,2022-07-11,649
7700,45,3063,69,Male,160,Bachelor,Giza,Single,1,2022-04-27,656
7701,45,7966,60,Female,177,High School,Aswan,Divorced,2,2020-12-08,581
7702,21,6024,91,Female,166,Bachelor,Aswan,Married,1,2021-01-11,652
7703,27,6421,79,Female,197,Bachelor,Giza,Married,2,2024-10-15,623
7704,46,8091,57,Female,172,Bachelor,Aswan,Single,2,2020-02-17,661
7705,25,5045,64,Female,177,Bachelor,cairo,Divorced,1,2020-09-13,553
7706,31,3251,61,Male,163,Bachelor,Giza,Divorced,0,2024-01-30,728
7707,53,6139,96,Male,182,High School,Alexandria,Married,5,2021-04-25,675
7708,34,6615,85,Female,169,Master,Aswan,Divorced,0,2023-09-17,626
7709,26,5474,73,Female,168,Bachelor,Alexandria,Single,2,2021-05-30,608
7710,24,8947,100,Female,168,Bachelor,Aswan,Divorced,1,2024-03-03,702
7711,38,1027,96,Male,157,High School,Alexandria,Married,4,2023-12-06,579
7712,19,8240,71,Female,167,Bachelor,Cairo,Married,4,15/03/2024,617
7713,32,7582,,Male,175,Master,Aswan,Single,1,12/06/2020,617
7714,38,6913,69,Male,154,High School,Alexandria,Single,3,07/03/2021,616
7715,50,-671,60,Female,180,High School,Cairo,Married,0,2020-12-07,630
7716,43,8567,100,Female,167,High School,cairo,Single,0,2022-03-24,606
7717,26,3947,59,Female,172,Bachelor,Cairo,Married,1,2020-07-29,595
7718,49,4984,88,Female,147,Bachelor,Alexandria,Married,0,2020-07-14,694
7719,31,5658,85,Female,172,high school,Cairo,Single,0,2020-05-10,700
7720,20,6814,70,Male,159,Bachelor,Luxor,Divorced,0,2024-12-04,688
7721,32,7278,100,Male,166,Master,Aswan,Married,,2022-08-27,
7722,52,7785,51,Female,154,High School,Luxor,Married,5,2023-01-28,
7723,36,7631,73,Female,161,Bachelor,Luxor,Married,0,2020-04-20,614
7724,35,6505,67,Female,168,Bachelor,Aswan,Single,0,2020-02-23,
7725,54,6831,89,Female,167,Bachelor,alex,Divorced,0,2024-04-27,681
7726,18,3818,,Female,178,Bachelor,Cairo,Single,0,2022-03-24,571
7727,19,4497,49,Male,151,High School,Giza,Married,0,2022-12-09,656
7728,18,7790,93,Male,169,Master,Luxor,Single,0,2024-04-15,661
7729,39,7674,82,Male,169,High School,Aswan,Divorced,1,2020-06-19,690
7730,36,7447,59,Male,165,Bachelor,Alexandria,Single,2,2020-07-31,620
7731,53,4971,69,Female,160,Bachelor,Alexandria,Single,0,2021-06-21,596
7732,37,7820,55,Female,181,Master,Cairo,Divorced,0,2023-06-19,636
7733,30,3677,72,Female,190,Bachelor,Luxor,Married,2,2020-11-14,
7734,35,8154,77,Male,152,Master,Giza,Married,0,21/06/2020,622
7735,36,5478,69,Male,160,Master,Alexandria,Single,1,2023-09-03,580
7736,18,9368,68,Female,159,Bachelor,Giza,Single,2,2024-12-18,575
7737,67,2957,50,Male,167,Master,Cairo,Single,1,2022-03-09,650
7738,41,9526,80,Female,182,Bachelor,Aswan,Single,0,2021-09-25,671
7739,37,5277,46,Female,175,High School,alex,Divorced,1,2021-04-14,738
7740,42,5241,75,Female,168,High School,Cairo,Married,3,2021-05-21,648
7741,43,6389,48,Female,170,Master,Giza,Married,0,2024-02-19,671
7742,33,4605,75,Male,166,Bachelor,Giza,Single,2,2021-08-04,666
7743,27,5855,74,fmale,177,Bachelor,Giza,Divorced,1,2022-06-26,661
7744,42,4524,81,Female,178,Master,Cairo,Divorced,1,2023-07-07,669
7745,39,4597,,Female,175,Master,Alexandria,Single,2,2020-09-15,571
7746,25,6973,90,Female,148,High School,Alexandria,Single,2,2020-09-25,670
7747,52,4196,50,Female,170,Bachelor,Luxor,Married,5,2022-12-14,650
7748,38,4463,74,Male,168,Master,Aswan,Single,0,2024-09-13,738
7749,43,3254,100,Female,179,Master,Aswan,Single,0,2020-12-15,669
7750,51,4992,76,Female,172,Bachelor,Luxor,Married,2,2020-02-28,635
7751,35,8623,62,Male,175,High School,Giza,Married,2,2020-03-12,568
7752,38,4308,73,Female,165,Bachelor,Cairo,Divorced,2,2023-09-20,685
7753,44,4536,69,Female,179,Bachelor,Aswan,Married,1,2021-12-31,702
7754,26,6387,57,Female,182,High School,Giza,Single,0,28/10/2024,680
7755,35,5258,88,Female,153,Bachelor,Alexandria,Divorced,0,2021-10-28,743
7756,36,10456,83,Female,157,Bachelor,alex,Single,0,2024-11-04,589
7757,23,5674,54,Female,177,Bachelor,Luxor,Married,1,2022-09-02,606
7758,62,6670,73,Female,168,Bachelor,Cairo,Divorced,0,2022-08-14,651
7759,18,7887,66,Male,180,High School,Aswan,Divorced,1,2024-11-18,670
7760,19,7849,50,Female,172,Bachelor,Luxor,Divorced,4,12/01/2023,676
7761,50,6466,53,Female,176,Bachelor,alex,Married,2,2021-07-11,675
7762,43,5677,56,Female,162,High School,Alexandria,Married,5,2023-01-28,624
7763,22,10048,74,Male,173,High School,Cairo,Married,2,30/06/2022,698
7764,42,5800,68,Female,173,Bachelor,Aswan,Divorced,2,2020-10-03,627
7765,52,5116,60,fmale,163,High School,Alexandria,Married,1,2023-11-29,640
7766,34,4708,69,Female,180,High School,alex,Married,3,2023-01-09,567
7767,66,2546,86,Male,151,Master,Alexandria,Single,0,2020-12-28,692
7768,18,7643,80,Female,172,High School,Aswan,Married,2,2023-04-25,590
7769,,1303,90,Male,157,Bachelor,Giza,Married,0,2023-05-08,655
7770,48,5988,71,Male,159,High School,Alexandria,Married,2,2022-07-24,618
7771,45,5590,99,Female,179,Master,Alexandria,Married,0,2023-07-16,609
7772,32,10479,80,Female,159,Bachelor,Alexandria,Single,0,2024-03-13,681
7773,31,2336,67,Male,158,High School,Giza,Married,2,2023-07-26,689
7774,40,4197,76,Female,175,Bachelor,Aswan,Married,1,01/12/2024,604
7775,44,5727,56,Male,158,Bachelor,Luxor,Married,0,2023-03-01,740
7776,42,5604,70,Female,180,Master,Aswan,Married,2,2022-06-09,587
7777,47,4900,81,male,176,Bachelor,Cairo,Divorced,1,2022-12-08,558
7778,22,5838,84,male,162,High School,Luxor,Married,2,2023-08-03,567
7779,32,3480,68,Female,179,Bachelor,Giza,Single,5,02/08/2023,685
7780,23,6714,100,Male,150,Bachelor,Cairo,Divorced,0,2022-12-29,565
7781,30,1357,72,Female,174,Bachlors,Alexandria,Married,2,2021-09-26,722
7782,47,5948,49,Male,157,Bachelor,Alexandria,Single,1,2021-12-12,678
7783,36,4799,93,Male,164,Bachelor,Aswan,Married,0,2022-09-13,794
7784,66,8032,84,Female,165,High School,Giza,Divorced,4,2023-01-10,653
7785,37,9510,78,Male,182,Bachelor,Giza,Divorced,3,2021-04-10,
7786,35,5337,68,Male,164,Bachelor,Alexandria,Single,0,06/07/2024,652
7787,36,,80,Female,169,Bachlors,Alexandria,Single,2,2020-07-02,683
7788,27,5367,99,Male,165,High School,Giza,Divorced,,2022-06-23,665
7789,34,4067,78,Male,160,Master,Giza,Married,2,2021-09-22,744
7790,48,9491,52,Male,159,High School,Aswan,Divorced,3,2022-01-19,597
7791,36,7041,23,Male,173,High School,Alexandria,Married,5,2022-04-24,716
7792,,6008,80,Male,169,Bachelor,Giza,Single,0,2021-06-16,616
7793,23,7374,60,Female,177,Bachelor,Cairo,Divorced,0,2020-11-14,736
7794,,6548,73,fmale,167,Bachelor,Cairo,Married,,2021-09-13,722
7795,35,5861,,Female,167,Bachelor,Cairo,Married,2,22/01/2020,607
7796,49,3347,61,male,177,Bachelor,Luxor,Divorced,0,2020-01-01,663
7797,18,,63,Female,166,High School,Cairo,Divorced,3,2022-12-07,645
7798,31,7246,64,male,155,Bachelor,Giza,Married,2,2024-07-27,644
7799,36,5754,86,Female,178,Bachelor,Luxor,Married,0,2024-04-01,577
7800,18,7804,83,fmale,163,Bachelor,Alexandria,Single,1,2024-10-02,
7801,24,6767,56,Male,170,Bachelor,Giza,Married,2,06/10/2020,655
7802,26,4243,58,Female,163,High School,Cairo,Divorced,3,2021-12-05,665
7803,25,3361,80,Male,160,Master,Alexandria,Divorced,5,2021-08-10,677
7804,37,5685,90,Male,151,PhD,Cairo,Married,2,18/08/2022,622
7805,33,4951,90,Male,173,Bachelor,Aswan,Married,1,2022-12-31,693
7806,28,6672,59,Male,136,Bachelor,cairo,Married,4,2020-01-18,617
7807,40,4563,89,Female,182,Bachelor,Alexandria,Single,1,2023-11-09,562
7808,55,4769,48,Male,NULL,High School,Cairo,Divorced,,2022-10-04,514
7809,54,8106,71,Male,160,Bachelor,Aswan,Divorced,0,2024-03-27,580
7810,18,6296,82,Male,185,PhD,Luxor,Married,0,2022-09-04,617
7811,41,4594,,Male,190,Bachelor,Cairo,Single,,2021-09-05,651
7812,32,6035,100,Female,167,Bachelor,Giza,Single,2,2020-01-19,749
7813,36,8757,,Male,174,PhD,Aswan,Married,2,2024-04-17,611
7814,,6587,84,Female,171,Master,Alexandria,Divorced,0,2022-05-31,700
7815,36,7185,60,Female,185,Bachelor,Cairo,Single,0,2024-06-22,599
7816,36,4495,73,Male,156,High School,Alexandria,Married,2,2021-08-22,681
7817,28,8052,86,Female,167,High School,Giza,Divorced,0,2023-05-07,628
7818,24,10636,58,Male,179,Master,alex,Divorced,3,2021-04-18,726
7819,29,4417,72,Male,178,Master,Aswan,Married,0,2024-06-19,734
7820,37,3636,88,Male,169,Bachelor,Luxor,Divorced,,2020-01-15,742
7821,42,6351,52,Female,183,High School,Cairo,Single,0,2023-01-27,643
7822,45,7751,79,Male,172,Bachelor,Luxor,Divorced,0,2022-02-04,674
7823,29,5817,48,Female,171,Bachelor,Cairo,Single,2,2021-01-21,
7824,38,3893,60,Male,176,High School,Alexandria,Single,2,2022-04-23,676
7825,46,5782,67,Male,169,Master,Alexandria,Married,0,2024-12-11,699
7826,48,7196,82,Male,170,High School,cairo,Married,3,2023-02-22,651
7827,34,5185,,Female,162,Bachelor,Alexandria,Divorced,2,2022-06-14,667
7828,32,7214,76,Male,199,Bachelor,Giza,Single,1,19/03/2022,762
7829,,8329,64,Female,165,Master,Aswan,Single,2,2021-05-26,728
7830,21,6480,67,Male,177,Bachelor,Cairo,Single,3,30/11/2020,593
7831,32,5944,93,Female,189,High School,Alexandria,Single,1,2024-01-04,650
7832,43,7658,,Male,156,Bachelor,Cairo,Single,1,2024-02-18,602
7833,42,4287,86,Male,176,High School,Alexandria,Divorced,2,2023-08-15,693
7834,31,4090,74,Female,170,Bachelor,Aswan,Single,1,2022-03-09,576
7835,37,5466,66,Male,187,Bachelor,Giza,Married,1,2024-08-23,
7836,25,5016,56,Male,160,Bachelor,Cairo,Married,1,13/02/2022,598
7837,43,4393,57,Male,162,Bachelor,Luxor,Single,0,2021-03-27,587
7838,34,9660,63,Female,169,high school,Alexandria,Divorced,2,2021-06-22,574
7839,,10343,72,Female,165,High School,Aswan,Married,0,2020-06-11,548
7840,30,5292,84,Female,165,Bachelor,Cairo,Divorced,1,2022-05-14,638
7841,34,6183,70,Female,190,Bachelor,Aswan,Married,2,2023-07-04,638
7842,29,5624,71,Male,171,Bachelor,Cairo,Single,1,2021-05-05,587
7843,42,8214,73,Male,162,Master,Giza,Married,0,2022-11-24,587
7844,30,8611,82,Female,166,Bachelor,Alexandria,Single,1,2024-04-14,708
7845,54,2445,,Male,174,Bachelor,Cairo,Single,2,2024-06-26,674
7846,52,6952,54,Female,173,Bachelor,Luxor,Single,0,2023-06-09,673
7847,24,3386,70,Male,164,Master,Alexandria,Married,,2024-07-11,616
7848,35,9516,93,fmale,153,Master,Alexandria,Divorced,0,2023-11-22,607
7849,27,6880,55,Female,169,Bachelor,Aswan,Married,1,2023-11-03,554
7850,31,4353,76,Female,169,Bachelor,Alexandria,Divorced,0,2021-07-10,701
7851,59,5517,72,Male,163,Bachelor,Cairo,Single,3,2021-08-06,720
7852,31,5422,66,Female,182,High School,Giza,Divorced,0,2023-08-21,683
7853,39,7050,98,Female,175,Bachelor,Cairo,Single,0,2024-03-01,633
7854,41,8083,75,Male,171,High School,Alexandria,Married,3,2022-12-25,621
7855,22,3703,97,Male,166,High School,Luxor,Divorced,4,2024-07-14,687
7856,24,9677,75,Male,187,Bachelor,Luxor,Divorced,0,2021-07-04,716
7857,20,9211,81,fmale,158,Master,Cairo,Divorced,1,2022-04-25,689
7858,24,4249,66,Male,165,Bachelor,Cairo,Married,1,2021-01-20,
7859,18,6145,66,Female,165,Master,Cairo,Divorced,3,2024-10-13,706
7860,41,9421,81,Male,172,Bachelor,Cairo,Single,1,2020-05-20,698
7861,59,8465,81,Female,176,Master,Aswan,Married,1,2021-01-08,693
7862,36,5326,83,Female,156,Bachelor,cairo,Single,2,2020-10-06,583
7863,18,7628,80,Female,163,Master,Aswan,Single,2,2021-08-16,578
7864,27,11994,54,Male,NULL,Bachelor,Alexandria,Married,1,2020-08-14,626
7865,,6210,62,Female,163,PhD,Cairo,Single,0,2023-07-28,733
7866,22,4734,87,Female,165,Master,Cairo,Divorced,3,2022-07-21,660
7867,45,6344,45,Female,171,Bachelor,Luxor,Single,0,2023-06-19,
7868,44,6493,79,Male,160,High School,Alexandria,Divorced,4,2022-07-16,638
7869,21,4950,73,Male,172,Master,Alexandria,Married,0,2021-07-11,632
7870,43,6883,87,Male,176,Bachelor,Cairo,Single,4,2023-12-05,732
7871,53,3491,81,Female,170,Master,Alexandria,Single,2,2023-06-29,651
7872,57,4668,65,Female,184,Bachelor,Giza,Divorced,3,2022-10-04,653
7873,69,7516,64,male,177,High School,Luxor,Single,3,2021-01-19,793
7874,24,2490,67,Female,169,High School,Alexandria,Divorced,2,2021-10-18,632
7875,68,7806,83,Male,166,Bachelor,Giza,Single,2,2020-02-09,719
7876,30,1976,40,Male,187,High School,Cairo,Married,0,2020-11-07,588
7877,27,2537,77,Male,163,Bachelor,Luxor,Divorced,0,11/04/2020,657
7878,38,5002,,Male,167,Bachelor,Luxor,Single,1,2022-12-31,617
7879,28,6573,77,Male,165,Bachelor,Luxor,Single,0,15/02/2020,693
7880,39,8650,,Male,173,Master,Giza,Divorced,1,2021-01-15,622
7881,19,6115,,Male,192,High School,Aswan,Single,2,2020-07-28,716
7882,32,5506,71,Female,172,Bachelor,Luxor,Single,0,2021-07-31,730
7883,50,7159,77,Female,166,Bachelor,alex,Divorced,2,2021-07-05,624
7884,34,,,Male,171,Master,Aswan,Divorced,2,13/09/2020,666
7885,36,6278,73,Female,156,High School,Giza,Married,0,2024-01-04,653
7886,40,3601,56,Male,168,Bachelor,Giza,Married,2,2022-06-16,551
7887,49,6165,58,Female,187,PhD,Giza,Divorced,0,2024-01-29,614
7888,18,5740,54,Male,176,Bachelor,Luxor,Single,0,17/01/2020,633
7889,42,4391,83,Female,182,Master,Cairo,Divorced,2,2021-04-21,629
7890,31,6330,73,Male,180,Master,Luxor,Single,2,2020-07-03,555
7891,36,6317,74,Female,162,Master,Luxor,Married,0,2020-11-04,671
7892,47,8350,49,Male,189,Bachelor,Luxor,Divorced,0,2020-01-31,604
7893,20,2788,74,Male,152,Bachelor,Luxor,Divorced,3,2022-10-07,580
7894,22,5847,84,Female,173,High School,Aswan,Married,3,2021-03-20,582
7895,18,4479,47,Male,149,High School,Aswan,Divorced,1,2021-12-01,645
7896,28,7739,66,Male,152,High School,Giza,Divorced,3,2022-05-10,576
7897,50,7507,51,Male,179,High School,Alexandria,Divorced,0,2021-09-30,665
7898,33,7015,68,Female,163,High School,Alexandria,Divorced,0,28/05/2024,709
7899,18,4592,,Female,182,High School,Cairo,Married,4,2024-06-25,595
7900,29,7770,80,Female,148,High School,Giza,Single,1,17/10/2022,670
7901,18,2939,77,Female,NULL,High School,Cairo,Married,,2022-01-30,701
7902,21,2529,94,Female,157,High School,Aswan,Married,1,2022-08-07,586
7903,39,3448,74,Male,166,Bachelor,Luxor,Divorced,1,2023-11-28,681
7904,20,5933,80,Male,185,Master,Cairo,Married,0,2024-06-08,708
7905,48,7350,66,Female,187,Master,Cairo,Divorced,2,2020-03-05,686
7906,34,47,58,Female,175,Master,Aswan,Divorced,0,2021-11-07,
7907,36,8645,87,Female,154,Bachelor,Giza,Single,0,2020-06-13,754
7908,31,6262,93,Male,157,High School,Luxor,Married,0,2024-09-23,647
7909,44,2864,85,Male,171,Bachelor,Luxor,Married,2,2024-03-17,603
7910,44,6201,76,Female,161,Bachelor,Giza,Divorced,2,2020-10-26,571
7911,39,8185,60,Female,176,Bachelor,Aswan,Divorced,1,2020-04-24,685
7912,41,7198,92,Female,186,Master,alex,Single,0,2021-06-29,618
7913,32,8198,83,Male,160,High School,Cairo,Divorced,0,2024-05-07,619
7914,41,3267,100,Female,161,Bachelor,Alexandria,Single,0,2022-03-14,615
7915,30,5171,57,Female,158,Bachelor,Alexandria,Divorced,1,2020-05-26,665
7916,35,4150,87,Male,167,Master,Aswan,Divorced,1,2023-01-17,624
7917,31,9435,83,Female,170,High School,Giza,Divorced,2,2022-08-20,578
7918,29,7278,69,Female,170,High School,Giza,Divorced,0,2021-01-06,722
7919,26,11694,95,Female,178,Bachelor,Alexandria,Married,0,28/01/2021,
7920,40,5064,81,Male,173,Master,Giza,Single,1,2024-09-19,649
7921,50,4550,60,Male,169,High School,Giza,Married,0,2021-05-27,657
7922,49,5714,73,Male,170,Bachelor,Luxor,Married,0,2024-07-31,650
7923,19,8756,60,Male,170,High School,Giza,Single,0,2022-02-20,705
7924,50,5267,67,Female,169,High School,Luxor,Divorced,1,2024-08-23,680
7925,31,6248,85,Male,163,Bachelor,Luxor,Divorced,1,2020-01-26,614
7926,42,6193,89,Male,157,Bachelor,Alexandria,Divorced,1,2020-09-06,641
7927,24,6078,78,Male,171,Master,Luxor,Single,0,2024-04-22,641
7928,36,4695,63,Male,165,Bachelor,Aswan,Married,0,2024-01-03,672
7929,38,5725,80,Female,175,Bachelor,Cairo,Married,2,2021-05-24,640
7930,18,5639,85,Male,170,High School,Luxor,Married,0,2022-02-27,640
7931,42,5984,45,Male,170,High School,Aswan,Married,0,2024-04-28,639
7932,51,7887,76,Male,179,Bachelor,Aswan,Single,1,2022-06-26,596
7933,32,9521,72,Male,155,High School,Giza,Married,50,2021-05-21,644
7934,51,4319,89,Male,187,High School,Aswan,Single,0,2024-02-19,
7935,32,5216,80,fmale,148,Bachelor,Giza,Married,1,2020-03-09,702
7936,45,4349,82,Male,184,PhD,Aswan,Single,2,2021-02-11,652
7937,18,6374,67,Male,172,High School,Alexandria,Married,0,2022-08-01,680
7938,64,4923,75,Female,164,Bachelor,Alexandria,Married,0,2024-02-14,670
7939,52,6479,89,male,155,High School,Alexandria,Married,0,27/04/2024,721
7940,31,8207,74,Female,164,High School,Alexandria,Single,0,2020-07-11,662
7941,18,948,77,Female,168,Master,Alexandria,Single,1,2022-12-03,656
7942,38,6983,51,Female,171,Bachelor,Aswan,Married,4,2023-09-25,665
7943,18,5079,73,Female,184,High School,Luxor,Divorced,2,02/03/2021,632
7944,40,6920,44,Female,170,Master,Luxor,Single,3,2022-08-26,699
7945,39,4207,67,fmale,173,Bachelor,Luxor,Divorced,0,2022-03-07,
7946,23,8392,75,Male,173,Bachelor,Alexandria,Single,3,2023-10-27,
7947,48,7826,86,Female,166,Bachelor,Alexandria,Divorced,1,2021-10-01,650
7948,,7136,60,Male,168,High School,alex,Married,0,2021-10-23,651
7949,46,7586,80,Female,168,Bachelor,Luxor,Single,2,2020-11-20,610
7950,35,4508,97,Male,176,High School,cairo,Single,1,12/07/2023,650
7951,,4760,65,Female,160,High School,Alexandria,Divorced,0,2024-01-31,659
7952,46,7504,51,Male,164,Bachelor,Cairo,Married,1,2020-03-27,
7953,,4464,79,Female,173,Bachlors,Cairo,Single,1,2024-03-05,585
7954,18,8891,57,Male,159,Bachelor,Cairo,Married,0,2023-01-30,638
7955,51,5352,62,Male,171,Bachelor,Aswan,Single,1,2022-12-02,618
7956,60,7003,88,Male,164,Bachelor,Giza,Divorced,0,2020-09-07,615
7957,34,10198,100,Female,175,Bachelor,Alexandria,Married,1,2021-06-02,671
7958,60,4587,59,Male,183,Master,Aswan,Divorced,0,2022-09-12,
7959,36,6137,63,Female,164,PhD,Luxor,Married,1,2023-07-31,660
7960,30,8108,68,Male,177,Master,Luxor,Single,5,2021-09-03,626
7961,27,7902,66,Female,172,Bachlors,Alexandria,Single,2,2021-02-10,780
7962,54,5344,100,Female,166,Bachelor,Alexandria,Divorced,3,08/01/2022,
7963,25,4966,67,Male,170,High School,Cairo,Married,0,2024-12-22,778
7964,43,5533,,Male,182,Bachelor,Giza,Divorced,0,2020-04-16,661
7965,28,8895,99,Female,168,Bachelor,alex,Married,1,2024-11-03,610
7966,29,5441,,Female,183,Bachelor,Giza,Single,2,2023-09-27,750
7967,47,6156,89,Female,168,Bachelor,Aswan,Single,0,2021-03-22,730
7968,30,5146,61,Male,155,Bachelor,Aswan,Single,0,2020-08-19,761
7969,30,7411,67,Male,168,Master,alex,Married,0,2021-04-28,
7970,48,6311,59,Male,155,High School,Aswan,Single,2,2023-07-20,625
7971,54,3993,87,Male,166,Bachelor,Giza,Single,0,08/06/2022,
7972,,4062,93,Male,166,Bachelor,Aswan,Married,0,2021-10-26,630
7973,,2002,66,Male,188,High School,Luxor,Single,1,2020-01-31,650
7974,28,4337,69,Male,186,Master,Alexandria,Married,0,2020-12-08,601
7975,35,7587,70,Female,170,Bachelor,alex,Single,4,2024-06-14,580
7976,38,8647,51,Female,182,Bachelor,Aswan,Married,1,2021-07-19,616
7977,23,7371,,Male,166,Bachelor,Luxor,Divorced,1,2023-04-12,662
7978,43,7109,86,Male,155,High School,Cairo,Married,1,2020-09-02,634
7979,36,5746,61,Male,175,Bachelor,Luxor,Married,0,2022-03-21,658
7980,18,7549,76,Female,173,High School,Aswan,Single,0,2024-06-04,723
7981,23,6572,55,Female,160,Bachelor,Luxor,Single,1,2021-05-12,656
7982,28,9608,72,Male,161,High School,Luxor,Single,3,2020-01-19,712
7983,34,5803,66,Female,179,Master,Luxor,Single,0,2020-03-27,595
7984,57,8686,56,Male,153,Bachelor,Giza,Divorced,2,2023-04-05,614
7985,37,7748,86,Female,175,Master,Luxor,Single,4,2024-05-23,638
7986,24,7470,87,Male,166,Bachelor,Luxor,Divorced,1,2023-11-15,576
7987,37,1977,60,fmale,175,Bachelor,Aswan,Single,1,2022-08-31,600
7988,30,7858,71,Male,179,Bachelor,alex,Married,2,2023-11-10,669
7989,38,5744,75,Female,161,Bachelor,Cairo,Married,0,2023-05-06,705
7990,41,5112,47,Female,158,High School,Giza,Married,0,2020-11-13,601
7991,49,3034,54,Male,184,Master,Giza,Single,0,2022-01-30,649
7992,34,5988,94,Male,169,Bachelor,Giza,Divorced,2,2024-04-27,642
7993,54,6067,59,Male,173,Master,Aswan,Married,0,2020-07-02,675
7994,45,3393,93,Female,179,Bachelor,alex,Married,1,2021-05-24,637
7995,26,3053,54,Male,160,High School,Aswan,Divorced,0,2020-11-18,644
7996,61,6973,84,Male,179,High School,Aswan,Divorced,1,2022-10-20,674
7997,38,7743,70,Male,176,Bachelor,Cairo,Divorced,0,2020-07-06,
7998,24,6380,72,Male,184,High School,Cairo,Married,1,2023-11-05,712
7999,54,8301,100,Female,184,High School,Cairo,Divorced,0,2023-06-20,656
8000,59,5827,,Male,170,High School,Alexandria,Single,0,2021-11-24,602
8001,34,5891,83,Male,177,High School,Giza,Single,0,2024-04-04,632
8002,28,4165,83,Female,170,Bachlors,Alexandria,Single,2,2023-07-04,706
8003,32,2879,100,Male,171,Master,Giza,Single,1,2020-05-02,
8004,43,9709,58,Male,158,Bachelor,Alexandria,Single,,2020-05-02,656
8005,50,8262,65,Male,167,High School,Aswan,Single,2,2021-12-29,672
8006,41,3214,87,Male,152,Bachelor,Aswan,Single,2,13/08/2023,740
8007,36,6311,71,Male,168,High School,Giza,Married,0,2020-11-11,574
8008,52,5799,68,Male,183,Bachelor,Giza,Single,0,2023-12-07,653
8009,31,5452,89,Male,177,Bachelor,Giza,Divorced,0,2023-01-03,642
8010,47,5181,71,Female,171,High School,Luxor,Married,2,2024-06-08,779
8011,31,6762,61,Female,167,Bachelor,Cairo,Married,0,2020-08-07,696
8012,40,7636,85,Male,NULL,Bachelor,Luxor,Single,1,14/09/2020,721
8013,33,6804,80,Male,160,High School,Luxor,Single,1,2022-09-26,695
8014,34,5758,70,Female,178,PhD,Aswan,Married,1,2021-04-21,578
8015,30,5685,69,Male,154,Master,Aswan,Single,1,2021-10-10,685
8016,51,7873,,Female,154,Bachelor,Giza,Divorced,2,2023-02-17,711
8017,26,6926,85,Female,179,High School,Aswan,Married,0,2024-06-02,756
